SINGLE_LINE_ADDRESS,SUB_BUILDING,BUILDING_NAME,BUILDING_NUMBER,STREET_NAME,LOCALITY,TOWN_NAME
"17C WYNFORD ROAD, EXETER, EX4 7ES",,,17C,WYNFORD ROAD,,EXETER
"17 WYNFORD ROAD, EXETER, EX4 7ES",,,17,WYNFORD ROAD,,EXETER
"18A WYNFORD ROAD, EXETER, EX4 7ES",,,18A,WYNFORD ROAD,,EXETER
"18B WYNFORD ROAD, EXETER, EX4 7ES",,,18B,WYNFORD ROAD,,EXETER
"18C WYNFORD ROAD, EXETER, EX4 7ES",,,18C,WYNFORD ROAD,,EXETER
"18 WYNFORD ROAD, EXETER, EX4 7ES",,,18,WYNFORD ROAD,,EXETER
"19A WYNFORD ROAD, EXETER, EX4 7ET",,,19A,WYNFORD ROAD,,EXETER
"19B WYNFORD ROAD, EXETER, EX4 7ET",,,19B,WYNFORD ROAD,,EXETER
"19C WYNFORD ROAD, EXETER, EX4 7ET",,,19C,WYNFORD ROAD,,EXETER
"19 WYNFORD ROAD, EXETER, EX4 7ET",,,19,WYNFORD ROAD,,EXETER
"20A WYNFORD ROAD, EXETER, EX4 7ET",,,20A,WYNFORD ROAD,,EXETER
"20B WYNFORD ROAD, EXETER, EX4 7ET",,,20B,WYNFORD ROAD,,EXETER
"20C WYNFORD ROAD, EXETER, EX4 7ET",,,20C,WYNFORD ROAD,,EXETER
"20 WYNFORD ROAD, EXETER, EX4 7ET",,,20,WYNFORD ROAD,,EXETER
"21A WYNFORD ROAD, EXETER, EX4 7ET",,,21A,WYNFORD ROAD,,EXETER
"21B WYNFORD ROAD, EXETER, EX4 7ET",,,21B,WYNFORD ROAD,,EXETER
"21C WYNFORD ROAD, EXETER, EX4 7ET",,,21C,WYNFORD ROAD,,EXETER
"21 WYNFORD ROAD, EXETER, EX4 7ET",,,21,WYNFORD ROAD,,EXETER
"22A WYNFORD ROAD, EXETER, EX4 7ET",,,22A,WYNFORD ROAD,,EXETER
"22B WYNFORD ROAD, EXETER, EX4 7ET",,,22B,WYNFORD ROAD,,EXETER
"22C WYNFORD ROAD, EXETER, EX4 7ET",,,22C,WYNFORD ROAD,,EXETER
"22 WYNFORD ROAD, EXETER, EX4 7ET",,,22,WYNFORD ROAD,,EXETER
"72 BARRACK ROAD, EXETER, EX2 5ED",,,72,BARRACK ROAD,,EXETER
"STOKE HILL CONVENIENCE STORE, 3 BRIDESPRING ROAD, EXETER, EX4 7EU",,,3,BRIDESPRING ROAD,,EXETER
"4 BRIDESPRING ROAD, EXETER, EX4 7EU",,,4,BRIDESPRING ROAD,,EXETER
"96 FORE STREET, HEAVITREE, EXETER, EX1 2RS",,,96,FORE STREET,,HEAVITREE
"105 LADYSMITH ROAD, EXETER, EX1 2PP",,,105,LADYSMITH ROAD,,EXETER
"HALDON COURT, 4 MANSTON TERRACE, EXETER, EX2 4NP",,HALDON COURT,4,MANSTON TERRACE,,EXETER
"BASEMENT FLAT, 5A REGENTS PARK, EXETER, EX1 2NT",BASEMENT FLAT,,5A,REGENTS PARK,,EXETER
"FIRST FLOOR FLAT, 33 MANSTON ROAD, EXETER, EX1 2QA",FIRST FLOOR FLAT,,33,MANSTON ROAD,,EXETER
"65A FORE STREET, HEAVITREE, EXETER, EX1 2RJ",,,65A,FORE STREET,,HEAVITREE
"FLAT 2, HANSDON LODGE, 89 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 2,HANSDON LODGE,89,FORE STREET,,HEAVITREE
"FLAT 3, HANSDON LODGE, 89 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 3,HANSDON LODGE,89,FORE STREET,,HEAVITREE
"FLAT 4, HANSDON LODGE, 89 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 4,HANSDON LODGE,89,FORE STREET,,HEAVITREE
"FLAT 5, HANSDON LODGE, 89 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 5,HANSDON LODGE,89,FORE STREET,,HEAVITREE
"FLAT 6, HANSDON LODGE, 89 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 6,HANSDON LODGE,89,FORE STREET,,HEAVITREE
"FLAT 7, HANSDON LODGE, 89 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 7,HANSDON LODGE,89,FORE STREET,,HEAVITREE
"FLAT 8, HANSDON LODGE, 89 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 8,HANSDON LODGE,89,FORE STREET,,HEAVITREE
"FLAT 1, 83 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 1,,83,FORE STREET,,HEAVITREE
"BASEMENT FLAT, 59 REGENTS PARK, EXETER, EX1 2NZ",BASEMENT FLAT,,59,REGENTS PARK,,EXETER
"27 PARK ROAD, EXETER, EX1 2HT",,,27,PARK ROAD,,EXETER
"10 GRENDON ROAD, EXETER, EX1 2NJ",,,10,GRENDON ROAD,,EXETER
"11 GRENDON ROAD, EXETER, EX1 2NJ",,,11,GRENDON ROAD,,EXETER
"12 GRENDON ROAD, EXETER, EX1 2NJ",,,12,GRENDON ROAD,,EXETER
"13 GRENDON ROAD, EXETER, EX1 2NJ",,,13,GRENDON ROAD,,EXETER
"14 GRENDON ROAD, EXETER, EX1 2NJ",,,14,GRENDON ROAD,,EXETER
"15 GRENDON ROAD, EXETER, EX1 2NJ",,,15,GRENDON ROAD,,EXETER
"16 GRENDON ROAD, EXETER, EX1 2NJ",,,16,GRENDON ROAD,,EXETER
"17 GRENDON ROAD, EXETER, EX1 2NJ",,,17,GRENDON ROAD,,EXETER
"18 GRENDON ROAD, EXETER, EX1 2NJ",,,18,GRENDON ROAD,,EXETER
"20 GRENDON ROAD, EXETER, EX1 2NJ",,,20,GRENDON ROAD,,EXETER
"21 GRENDON ROAD, EXETER, EX1 2NJ",,,21,GRENDON ROAD,,EXETER
"22 GRENDON ROAD, EXETER, EX1 2NJ",,,22,GRENDON ROAD,,EXETER
"23 GRENDON ROAD, EXETER, EX1 2NJ",,,23,GRENDON ROAD,,EXETER
"24 GRENDON ROAD, EXETER, EX1 2NJ",,,24,GRENDON ROAD,,EXETER
"5 GRENDON ROAD, EXETER, EX1 2NJ",,,5,GRENDON ROAD,,EXETER
"6 GRENDON ROAD, EXETER, EX1 2NJ",,,6,GRENDON ROAD,,EXETER
"8 GRENDON ROAD, EXETER, EX1 2NJ",,,8,GRENDON ROAD,,EXETER
"9 GRENDON ROAD, EXETER, EX1 2NJ",,,9,GRENDON ROAD,,EXETER
"5 REGENTS PARK, EXETER, EX1 2NT",,,5,REGENTS PARK,,EXETER
"7 REGENTS PARK, EXETER, EX1 2NT",,,7,REGENTS PARK,,EXETER
"9 THIRD AVENUE, HEAVITREE, EXETER, EX1 2PJ",,,9,THIRD AVENUE,HEAVITREE,EXETER
"ROYAL OAK, THE FLAT, 79-81 FORE STREET, HEAVITREE, EXETER, EX1 2RN",THE FLAT,,79-81,FORE STREET,,HEAVITREE
"80 FORE STREET, HEAVITREE, EX1 2RR",,,80,FORE STREET,,HEAVITREE
"1 ANTHONY ROAD, EXETER, EX1 2SS",,,1,ANTHONY ROAD,,EXETER
"FLAT 1, 24 POLSLOE ROAD, EXETER, EX1 2HL",FLAT 1,,24,POLSLOE ROAD,,EXETER
"FLAT 2, 24 POLSLOE ROAD, EXETER, EX1 2HL",FLAT 2,,24,POLSLOE ROAD,,EXETER
"22A POLSLOE ROAD, EXETER, EX1 2HL",,,22A,POLSLOE ROAD,,EXETER
"FLAT 1, 27 POLSLOE ROAD, EXETER, EX1 2HW",FLAT 1,,27,POLSLOE ROAD,,EXETER
"FLAT 4, 27 POLSLOE ROAD, EXETER, EX1 2HW",FLAT 4,,27,POLSLOE ROAD,,EXETER
"TOP FLOOR FLAT, 32 POLSLOE ROAD, EXETER, EX1 2HW",TOP FLOOR FLAT,,32,POLSLOE ROAD,,EXETER
"33A MANSTON ROAD, EXETER, EX1 2QA",,,33A,MANSTON ROAD,,EXETER
"32 ST ANNES ROAD, EXETER, EX1 2QD",,,32,ST ANNES ROAD,,EXETER
"24A HOMEFIELD ROAD, EXETER, EX1 2QU",,,24A,HOMEFIELD ROAD,,EXETER
"24B HOMEFIELD ROAD, EXETER, EX1 2QU",,,24B,HOMEFIELD ROAD,,EXETER
"24C HOMEFIELD ROAD, EXETER, EX1 2QU",,,24C,HOMEFIELD ROAD,,EXETER
"FLAT 5, GARDEN COTTAGE, 7 NORTH AVENUE, EXETER, EX1 2DU",FLAT 5,GARDEN COTTAGE,7,NORTH AVENUE,,EXETER
"TOP FLAT, 46 POLSLOE ROAD, EXETER, EX1 2DR",TOP FLAT,,46,POLSLOE ROAD,,EXETER
"BOTTOM FLAT, 33 ST JOHNS ROAD, EXETER, EX1 2HR",BOTTOM FLAT,,33,ST JOHNS ROAD,,EXETER
"THE FLAT, 48 FORE STREET, HEAVITREE, EXETER, EX1 2QL",THE FLAT,,48,FORE STREET,,HEAVITREE
"FLAT 2, 83 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 2,,83,FORE STREET,,HEAVITREE
"4 SOUTHLANDS, HEAVITREE, EXETER, EX1 2QQ",,,4,SOUTHLANDS,HEAVITREE,EXETER
"36A FORE STREET, HEAVITREE, EXETER, EX1 2QL",,,36A,FORE STREET,,HEAVITREE
"THE FLAT, 46 FORE STREET, HEAVITREE, EXETER, EX1 2QL",THE FLAT,,46,FORE STREET,,HEAVITREE
"GROUND FLOOR FLAT, 53 REGENTS PARK, EXETER, EX1 2NZ",GROUND FLOOR FLAT,,53,REGENTS PARK,,EXETER
"MIDDLE FLOOR FLAT, 32 POLSLOE ROAD, EXETER, EX1 2HW",MIDDLE FLOOR FLAT,,32,POLSLOE ROAD,,EXETER
"SECOND FLOOR FLAT, 92A FORE STREET, HEAVITREE, EXETER, EX1 2RS",SECOND FLOOR FLAT,,92A,FORE STREET,,HEAVITREE
"FLAT 1, HANSDON LODGE, 89 FORE STREET, HEAVITREE, EXETER, EX1 2RN",FLAT 1,HANSDON LODGE,89,FORE STREET,,HEAVITREE
"BASEMENT FLAT, 7 MONT LE GRAND, EXETER, EX1 2PD",BASEMENT FLAT,,7,MONT LE GRAND,,EXETER
"9 MONT LE GRAND, EXETER, EX1 2PD",,,9,MONT LE GRAND,,EXETER
"FIRST FLOOR FLAT, 56-58 FORE STREET, HEAVITREE, EXETER, EX1 2RR",FIRST FLOOR FLAT,,56-58,FORE STREET,,HEAVITREE
"SECOND FLOOR FLAT, 58 FORE STREET, HEAVITREE, EXETER, EX1 2RR",SECOND FLOOR FLAT,,58,FORE STREET,,HEAVITREE
"GROUND FLOOR FLAT, 6 ST JOHNS ROAD, EXETER, EX1 2HR",GROUND FLOOR FLAT,,6,ST JOHNS ROAD,,EXETER
"DOVE TREE HOUSE, 89-91 HEAVITREE ROAD, EXETER, EX1 2ND",,,89-91,HEAVITREE ROAD,,EXETER
"24 ST JOHNS ROAD, EXETER, EX1 2HR",,,24,ST JOHNS ROAD,,EXETER
"BASEMENT FLAT, 10 MONT LE GRAND, EXETER, EX1 2PD",BASEMENT FLAT,,10,MONT LE GRAND,,EXETER
"13 REGENTS PARK, EXETER, EX1 2NT",,,13,REGENTS PARK,,EXETER
"WILLOWDENE, 161 MAGDALEN ROAD, EXETER, EX2 4TT",,WILLOWDENE,161,MAGDALEN ROAD,,EXETER
"FLAT 1, 98 MAGDALEN ROAD, EXETER, EX2 4TU",FLAT 1,,98,MAGDALEN ROAD,,EXETER
"FLAT 2, 5 MANSTON TERRACE, EXETER, EX2 4NP",FLAT 2,,5,MANSTON TERRACE,,EXETER
"THE BUNGALOW, 5 MANSTON TERRACE, EXETER, EX2 4NP",THE BUNGALOW,,5,MANSTON TERRACE,,EXETER
"FLT 1ST FLOOR, 98 MAGDALEN ROAD, EXETER, EX2 4TU",FLT 1ST FLOOR,,98,MAGDALEN ROAD,,EXETER
"EAST COTTAGE, 1 BOVEMOORS LANE, EXETER, EX2 5BP",,EAST COTTAGE,1,BOVEMOORS LANE,,EXETER
"3 BOVEMOORS LANE, EXETER, EX2 5BP",,,3,BOVEMOORS LANE,,EXETER
"29 CHURCH STREET, EXETER, EX2 5EP",,,29,CHURCH STREET,,EXETER
"11A SIVELL PLACE, EXETER, EX2 5ET",,,11A,SIVELL PLACE,,EXETER
"11B SIVELL PLACE, EXETER, EX2 5ET",,,11B,SIVELL PLACE,,EXETER
"11C SIVELL PLACE, EXETER, EX2 5ET",,,11C,SIVELL PLACE,,EXETER
"FLAT 4, 203 TOPSHAM ROAD, EXETER, EX2 6AN",FLAT 4,,203,TOPSHAM ROAD,,EXETER
"209 TOPSHAM ROAD, EXETER, EX2 6EN",,,209,TOPSHAM ROAD,,EXETER
"213 TOPSHAM ROAD, EXETER, EX2 6EN",,,213,TOPSHAM ROAD,,EXETER
"FAIRFIELD LODGE, 214 TOPSHAM ROAD, EXETER, EX2 6EW",,FAIRFIELD LODGE,214,TOPSHAM ROAD,,EXETER
"13 MILL ROAD, EXETER, EX2 6LH",,,13,MILL ROAD,,EXETER
"FLAT, RIVER HOUSE, 31 MILL ROAD, EXETER, EX2 6LH",FLAT,RIVER HOUSE,31,MILL ROAD,,EXETER
"7 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,7,ALICE TEMPLER CLOSE,,EXETER
"8 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,8,ALICE TEMPLER CLOSE,,EXETER
"9 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,9,ALICE TEMPLER CLOSE,,EXETER
"10 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,10,ALICE TEMPLER CLOSE,,EXETER
"11 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,11,ALICE TEMPLER CLOSE,,EXETER
"12 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,12,ALICE TEMPLER CLOSE,,EXETER
"13 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,13,ALICE TEMPLER CLOSE,,EXETER
"14 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,14,ALICE TEMPLER CLOSE,,EXETER
"15 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,15,ALICE TEMPLER CLOSE,,EXETER
"16 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,16,ALICE TEMPLER CLOSE,,EXETER
"17 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,17,ALICE TEMPLER CLOSE,,EXETER
"18 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,18,ALICE TEMPLER CLOSE,,EXETER
"19 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,19,ALICE TEMPLER CLOSE,,EXETER
"20 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,20,ALICE TEMPLER CLOSE,,EXETER
"21 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,21,ALICE TEMPLER CLOSE,,EXETER
"22 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,22,ALICE TEMPLER CLOSE,,EXETER
"23 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,23,ALICE TEMPLER CLOSE,,EXETER
"24 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,24,ALICE TEMPLER CLOSE,,EXETER
"25 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,25,ALICE TEMPLER CLOSE,,EXETER
"26 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,26,ALICE TEMPLER CLOSE,,EXETER
"31 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,31,ALICE TEMPLER CLOSE,,EXETER
"32 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,32,ALICE TEMPLER CLOSE,,EXETER
"33 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,33,ALICE TEMPLER CLOSE,,EXETER
"34 ALICE TEMPLER CLOSE, EXETER, EX2 6AE",,,34,ALICE TEMPLER CLOSE,,EXETER
"THE FLAT, 31 BURNTHOUSE LANE, EXETER, EX2 6BG",THE FLAT,,31,BURNTHOUSE LANE,,EXETER
"FLAT 1, 55A MONKS ROAD, EXETER, EX4 7BB",FLAT 1,,55A,MONKS ROAD,,EXETER
"FLAT 2, 55 MONKS ROAD, EXETER, EX4 7BB",FLAT 2,,55,MONKS ROAD,,EXETER
"FLAT 3, 55 MONKS ROAD, EXETER, EX4 7BB",FLAT 3,,55,MONKS ROAD,,EXETER
"17 MONKS ROAD, EXETER, EX4 7AY",,,17,MONKS ROAD,,EXETER
"2 MONKS ROAD, EXETER, EX4 7AY",,,2,MONKS ROAD,,EXETER
"22 MONKS ROAD, EXETER, EX4 7AZ",,,22,MONKS ROAD,,EXETER
"11 MORLEY ROAD, EXETER, EX4 7BD",,,11,MORLEY ROAD,,EXETER
"51 PINHOE ROAD, EXETER, EX4 7HS",,,51,PINHOE ROAD,,EXETER
"133 PINHOE ROAD, EXETER, EX4 7HX",,,133,PINHOE ROAD,,EXETER
"TOP FLOOR FLAT, 80 MONKS ROAD, EXETER, EX4 7BE",TOP FLOOR FLAT,,80,MONKS ROAD,,EXETER
"FLAT 1, 96 PINHOE ROAD, EXETER, EX4 7HJ",FLAT 1,,96,PINHOE ROAD,,EXETER
"FLAT 2, 96 PINHOE ROAD, EXETER, EX4 7HJ",FLAT 2,,96,PINHOE ROAD,,EXETER
"TOP FLOOR FLAT, 24 PINHOE ROAD, EXETER, EX4 7HL",TOP FLOOR FLAT,,24,PINHOE ROAD,,EXETER
"TOP FLOOR FLAT, 6 PINHOE ROAD, EXETER, EX4 7HL",TOP FLOOR FLAT,,6,PINHOE ROAD,,EXETER
"TOP FLOOR FLAT, 48 PINHOE ROAD, EXETER, EX4 7HL",TOP FLOOR FLAT,,48,PINHOE ROAD,,EXETER
"TOP FLOOR FLAT, 42 PINHOE ROAD, EXETER, EX4 7HL",TOP FLOOR FLAT,,42,PINHOE ROAD,,EXETER
"THE FLAT, 143 PINHOE ROAD, EXETER, EX4 7HY",THE FLAT,,143,PINHOE ROAD,,EXETER
"GROUND FLOOR FLAT, 33 MONKS ROAD, EXETER, EX4 7AZ",GROUND FLOOR FLAT,,33,MONKS ROAD,,EXETER
"GROUND FLOOR FLAT, 68 PINHOE ROAD, EXETER, EX4 7HL",GROUND FLOOR FLAT,,68,PINHOE ROAD,,EXETER
"FLAT, 171 PINHOE ROAD, EXETER, EX4 7HZ",FLAT,,171,PINHOE ROAD,,EXETER
"FLAT 1, 79 PINHOE ROAD, EXETER, EX4 7HT",FLAT 1,,79,PINHOE ROAD,,EXETER
"FLAT 2, 79 PINHOE ROAD, EXETER, EX4 7HT",FLAT 2,,79,PINHOE ROAD,,EXETER
"THE FLAT, 145 PINHOE ROAD, EXETER, EX4 7HY",THE FLAT,,145,PINHOE ROAD,,EXETER
"FLAT, 167 PINHOE ROAD, EXETER, EX4 7HZ",FLAT,,167,PINHOE ROAD,,EXETER
"5 MONT LE GRAND, EXETER, EX1 2PD",,,5,MONT LE GRAND,,EXETER
"12 MORLEY ROAD, EXETER, EX4 7BD",,,12,MORLEY ROAD,,EXETER
"15 NORTH AVENUE, EXETER, EX1 2DU",,,15,NORTH AVENUE,,EXETER
"12 PARK ROAD, EXETER, EX1 2HP",,,12,PARK ROAD,,EXETER
"159 BEACON LANE, EXETER, EX4 8LR",,,159,BEACON LANE,,EXETER
"161 BEACON LANE, EXETER, EX4 8LR",,,161,BEACON LANE,,EXETER
"163 BEACON LANE, EXETER, EX4 8LR",,,163,BEACON LANE,,EXETER
"165 BEACON LANE, EXETER, EX4 8LR",,,165,BEACON LANE,,EXETER
"167 BEACON LANE, EXETER, EX4 8LR",,,167,BEACON LANE,,EXETER
"169 BEACON LANE, EXETER, EX4 8LR",,,169,BEACON LANE,,EXETER
"173 BEACON LANE, EXETER, EX4 8LR",,,173,BEACON LANE,,EXETER
"60 CELIA CRESCENT, EXETER, EX4 9DU",,,60,CELIA CRESCENT,,EXETER
"1 CHURCH PATH LANE, EXETER, EX2 5BQ",,,1,CHURCH PATH LANE,,EXETER
"10 CORONATION ROAD, EXETER, EX2 5BZ",,,10,CORONATION ROAD,,EXETER
"2 CORONATION ROAD, EXETER, EX2 5BZ",,,2,CORONATION ROAD,,EXETER
"4 CORONATION ROAD, EXETER, EX2 5BZ",,,4,CORONATION ROAD,,EXETER
"6 CORONATION ROAD, EXETER, EX2 5BZ",,,6,CORONATION ROAD,,EXETER
"8 CORONATION ROAD, EXETER, EX2 5BZ",,,8,CORONATION ROAD,,EXETER
"GROUND FLOOR FLAT, 113 FORE STREET, HEAVITREE, EXETER, EX1 3BR",GROUND FLOOR FLAT,,113,FORE STREET,,HEAVITREE
"126 FORE STREET, HEAVITREE, EXETER, EX1 2RS",,,126,FORE STREET,,HEAVITREE
"FLAT J, 2 HEAVITREE PARK, EXETER, EX1 3BP",FLAT J,,2,HEAVITREE PARK,,EXETER
"6 LONSDALE ROAD, EXETER, EX1 3DW",,,6,LONSDALE ROAD,,EXETER
"22 MAGNOLIA AVENUE, EXETER, EX2 6DJ",,,22,MAGNOLIA AVENUE,,EXETER
"23 MAGNOLIA AVENUE, EXETER, EX2 6DJ",,,23,MAGNOLIA AVENUE,,EXETER
"24 MAGNOLIA AVENUE, EXETER, EX2 6DJ",,,24,MAGNOLIA AVENUE,,EXETER
"25 MAGNOLIA AVENUE, EXETER, EX2 6DJ",,,25,MAGNOLIA AVENUE,,EXETER
"1 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,1,NORTHBROOK CLOSE,,EXETER
"10 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,10,NORTHBROOK CLOSE,,EXETER
"11 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,11,NORTHBROOK CLOSE,,EXETER
"12 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,12,NORTHBROOK CLOSE,,EXETER
"13 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,13,NORTHBROOK CLOSE,,EXETER
"14 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,14,NORTHBROOK CLOSE,,EXETER
"15 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,15,NORTHBROOK CLOSE,,EXETER
"2 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,2,NORTHBROOK CLOSE,,EXETER
"3 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,3,NORTHBROOK CLOSE,,EXETER
"4 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,4,NORTHBROOK CLOSE,,EXETER
"5 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,5,NORTHBROOK CLOSE,,EXETER
"6 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,6,NORTHBROOK CLOSE,,EXETER
"7 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,7,NORTHBROOK CLOSE,,EXETER
"8 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,8,NORTHBROOK CLOSE,,EXETER
"9 NORTHBROOK CLOSE, EXETER, EX4 8LD",,,9,NORTHBROOK CLOSE,,EXETER
"13 ORWELL GARTH, EXETER, EX4 8DX",,,13,ORWELL GARTH,,EXETER
"AARON COURT CARE HOME, 328 PINHOE ROAD, EXETER, EX4 8AS",,,328,PINHOE ROAD,,EXETER
"364 PINHOE ROAD, EXETER, EX4 8EB",,,364,PINHOE ROAD,,EXETER
"40 RYDON LANE, EXETER, EX2 7AW",,,40,RYDON LANE,,EXETER
"WEST COUNTRY WEDDING PLANNER, 306 TOPSHAM ROAD, EXETER, EX2 6HG",,,306,TOPSHAM ROAD,,EXETER
"1 VICTOR CLOSE, EXETER, EX1 3BX",,,1,VICTOR CLOSE,,EXETER
"2 VICTOR CLOSE, EXETER, EX1 3BX",,,2,VICTOR CLOSE,,EXETER
"3 VICTOR CLOSE, EXETER, EX1 3BX",,,3,VICTOR CLOSE,,EXETER
"101 WONFORD STREET, EXETER, EX2 5AA",,,101,WONFORD STREET,,EXETER
"103 WONFORD STREET, EXETER, EX2 5AA",,,103,WONFORD STREET,,EXETER
"105 WONFORD STREET, EXETER, EX2 5AA",,,105,WONFORD STREET,,EXETER
"107 WONFORD STREET, EXETER, EX2 5AA",,,107,WONFORD STREET,,EXETER
"37 WONFORD STREET, EXETER, EX2 5DQ",,,37,WONFORD STREET,,EXETER
"99 WONFORD STREET, EXETER, EX2 5AA",,,99,WONFORD STREET,,EXETER
"19A BIRCHY BARTON HILL, EXETER, EX1 3ET",,,19A,BIRCHY BARTON HILL,,EXETER
"1A CHURCH PATH LANE, EXETER, EX2 5BQ",,,1A,CHURCH PATH LANE,,EXETER
"2A DRYDEN ROAD, EXETER, EX2 5BS",,,2A,DRYDEN ROAD,,EXETER
"3B HEAVITREE PARK, EXETER, EX1 3BP",,,3B,HEAVITREE PARK,,EXETER
"6A LANCASTER CLOSE, EXETER, EX2 5SW",,,6A,LANCASTER CLOSE,,EXETER
"4A LONSDALE ROAD, EXETER, EX1 3DW",,,4A,LONSDALE ROAD,,EXETER
"15A FOX ROAD, EXETER, EX4 8NB",,,15A,FOX ROAD,,EXETER
"24A HOPE ROAD, EXETER, EX2 5HS",,,24A,HOPE ROAD,,EXETER
"25A ROSELAND CRESCENT, EXETER, EX1 2TJ",,,25A,ROSELAND CRESCENT,,EXETER
"52A WHIPTON VILLAGE ROAD, EXETER, EX4 8AW",,,52A,WHIPTON VILLAGE ROAD,,EXETER
"157A BEACON LANE, EXETER, EX4 8LR",,,157A,BEACON LANE,,EXETER
"157B BEACON LANE, EXETER, EX4 8LR",,,157B,BEACON LANE,,EXETER
"126B FORE STREET, HEAVITREE, EXETER, EX1 2RS",,,126B,FORE STREET,,HEAVITREE
"126A FORE STREET, HEAVITREE, EXETER, EX1 2RS",,,126A,FORE STREET,,HEAVITREE
"120A FORE STREET, HEAVITREE, EXETER, EX1 2RS",,,120A,FORE STREET,,HEAVITREE
"DEPARTMENT OF SOCIAL SERVICES, 15-21 RIFFORD ROAD, EXETER, EX2 5JT",DEPARTMENT OF SOCIAL SERVICES,,15-21,RIFFORD ROAD,,EXETER
"FLAT, 284 PINHOE ROAD, EXETER, EX4 8AA",FLAT,,284,PINHOE ROAD,,EXETER
"21A WHIPTON VILLAGE ROAD, EXETER, EX4 8AN",,,21A,WHIPTON VILLAGE ROAD,,EXETER
"THE FLAT, 27 WHIPTON VILLAGE ROAD, EXETER, EX4 8AN",THE FLAT,,27,WHIPTON VILLAGE ROAD,,EXETER
"FLAT, 25 WHIPTON VILLAGE ROAD, EXETER, EX4 8AN",FLAT,,25,WHIPTON VILLAGE ROAD,,EXETER
"OWNERS FLAT, 328 PINHOE ROAD, EXETER, EX4 8AS",OWNERS FLAT,,328,PINHOE ROAD,,EXETER
"50A WHIPTON VILLAGE ROAD, EXETER, EX4 8AW",,,50A,WHIPTON VILLAGE ROAD,,EXETER
"THE BUNGALOW, 120 ST KATHERINES ROAD, EXETER, EX4 7JJ",,THE BUNGALOW,120,ST KATHERINES ROAD,,EXETER
"403A TOPSHAM ROAD, EXETER, EX2 7AB",,,403A,TOPSHAM ROAD,,EXETER
"379A TOPSHAM ROAD, EXETER, EX2 6HB",,,379A,TOPSHAM ROAD,,EXETER
"BURNSIDE, 384A TOPSHAM ROAD, EXETER, EX2 6HE",,BURNSIDE,384A,TOPSHAM ROAD,,EXETER
"332A TOPSHAM ROAD, EXETER, EX2 6HG",,,332A,TOPSHAM ROAD,,EXETER
"330A TOPSHAM ROAD, EXETER, EX2 6HG",,,330A,TOPSHAM ROAD,,EXETER
"304 TOPSHAM ROAD, EXETER, EX2 6HG",,,304,TOPSHAM ROAD,,EXETER
"310 TOPSHAM ROAD, EXETER, EX2 6HG",,,310,TOPSHAM ROAD,,EXETER
